product_id,product_number,product_name,product_width,product_length,product_material,product_color,product_weight,product_packaging_weight,product_manufacturer,product_price,product_release_date
167,165becdc-35d2-49c9-bd9c-12de321c4b39,"Tomatoes - Cherry, Yellow",77.32,94.21,sand,Khaki,149.9275,8.35,Skimia,657.92,7/17/2012
168,bef088b4-3223-499c-a426-94b5dba2afaf,Whmis - Spray Bottle Trigger,50.44,32.16,marble,Puce,106.6965,9.04,Buzzbean,564.53,10/4/2017
169,d3f82b1a-ea42-457e-9514-34a319911dd2,"Wine - Red, Pinot Noir, Chateau",46.38,67.12,sand,Maroon,197.1444,8.44,Jaxnation,740.13,9/27/2003
170,a3fd582d-6825-4035-b887-c81dc3ccb5bf,Wine - Niagara Peninsula Vqa,15.66,98.07,plastic,Puce,103.6734,5.76,Livefish,246.47,10/2/2008
171,568e8c06-a50d-452c-a2a0-d8cf9b1cff5c,"Lettuce - Romaine, Heart",66.97,80.38,plastic,Turquoise,150.5587,6.61,Zoomcast,130.06,7/17/2017
172,156632f0-db56-478f-9394-6dd57d2dc911,Arizona - Plum Green Tea,57.85,69.85,marble,Yellow,189.0533,,Trudeo,227.02,10/29/2011
173,cf0a0166-4521-4fe4-91e1-7bc06ae8efb4,Gherkin,8.77,70.59,wood,Fuscia,156.3579,7.0,Agimba,782.88,2/27/2006
174,b5d79c4d-9c50-48e4-b02e-00ce569195c1,Cheese - Cheddarsliced,11.91,55.75,plastic,Teal,81.7591,8.81,Tazz,648.3,1/9/2003
175,096c8c09-7413-41a3-81be-013f2cf18ba2,"Tart Shells - Savory, 3",15.71,5.41,metal,Turquoise,74.1582,6.72,Pixope,229.81,4/20/2001
176,3a48bf6e-bb3e-427e-a824-68e0f6c712e8,Nantucket Pine Orangebanana,45.35,63.03,plastic,Maroon,82.2529,8.31,Skyble,861.38,2/10/2004
177,759868f7-67ef-4ff7-a838-bc53281ddaa5,Garam Masala Powder,23.5,36.12,stone,Mauv,104.0481,8.94,Kwideo,777.14,6/17/2007
178,ad3212f0-7464-4fc8-9320-9c8beb9bb851,Chickensplit Half,31.03,75.2,metal,Violet,59.2156,6.86,Ntags,570.16,6/20/2007
179,09227a35-68cd-4906-a79d-c4107bbbed70,Salad Dressing,29.0,18.49,glass,Khaki,38.812,6.87,Kamba,55.04,8/10/2006
180,671f69d5-7d59-43c9-9a1b-bd3960cd1a0d,Wine - Sauvignon Blanc,10.32,66.73,crystal,Violet,89.4491,5.25,Livetube,393.1,9/26/2005
181,a608e01f-bd0b-4cfc-8b3b-e7058730b468,Mix - Cappucino Cocktail,40.52,84.9,plastic,Yellow,179.2685,7.97,Tavu,636.7,6/24/2018
182,5fcb7730-7cbd-4da5-80e9-2444d30acbca,"Bread - Multigrain, Loaf",81.9,8.21,crystal,Orange,28.2176,8.76,Tekfly,320.99,2/24/2014
183,b7ab2ca6-efd5-4e80-9822-bde5aebb8692,Sherry - Dry,60.24,5.95,glass,Green,187.8899,7.95,Rooxo,573.54,10/29/2006
184,0d115a6b-77e1-48a6-868f-e4492a4fb841,Bread - Italian Corn Meal Poly,70.23,77.72,wood,Teal,101.2294,6.59,Zoozzy,825.17,4/28/2007
185,56ea610c-cf41-46cf-a524-881b363a7d62,"Bread - Bagels, Mini",79.47,30.37,marble,Indigo,197.3671,7.14,Mycat,459.27,5/28/2019
186,912be9b8-df67-494f-8dba-5a93fd0c849b,Soho Lychee Liqueur,19.15,92.45,crystal,Maroon,68.1428,,Skyndu,448.49,8/5/2010
187,bebc4fad-e35a-420c-91ac-40fd24820b05,Mustard - Seed,31.5,57.69,sand,Yellow,111.0,9.09,Roodel,786.0,6/19/2017
188,5d41be20-0e6e-425d-883a-faaa73d6bdb5,Sping Loaded Cup Dispenser,80.96,10.15,glass,Teal,39.5136,7.63,Demivee,627.49,1/9/2022
189,9d6bb33e-a25f-41cc-ae01-27d5cf8cdf19,Soup Campbells Split Pea And Ham,73.84,26.48,stone,Fuscia,183.7774,5.23,Meemm,733.68,12/22/2022
190,3d22131b-d69e-48f1-b2af-6ef310c1ca74,Catfish - Fillets,37.59,20.54,glass,Pink,113.0456,8.97,Quinu,590.34,3/26/2000
191,e8f410e4-e8ef-4cff-9d4c-dd159a2d4b0d,Seabream Whole Farmed,65.31,16.0,fabric,Orange,129.0891,5.52,Yozio,757.75,11/4/2003
192,dfef4457-011a-4646-8da6-8704a5e8ded5,Oil - Margarine,39.93,67.2,fabric,Puce,195.082,9.34,Devbug,246.87,10/1/2004
193,f7171d9c-bfcf-4e6b-b95b-6b02790b4857,Table Cloth 120 Round White,93.57,76.02,sand,Blue,148.5087,6.54,Zoombox,413.29,3/2/2002
194,0a287bfc-726d-4a25-927b-e824636f1685,Cranberries - Dry,56.23,30.4,metal,Maroon,60.3251,7.78,Meezzy,301.38,4/8/2005
195,caf725f4-e595-4a15-bdf3-511e2a8a9765,Cinnamon Buns Sticky,10.16,97.95,stone,Goldenrod,181.5168,7.16,Topicware,996.47,1/27/2017
196,a5b30de1-96d2-4171-92ae-9f42f6115674,Skirt - 24 Foot,59.54,46.46,wood,Teal,88.5632,6.86,Devbug,29.37,3/29/2009
197,8ec903b3-13ad-48c0-b6f7-4278812c578b,"Squash - Pattypan, Yellow",8.69,25.42,sand,Green,73.1552,6.43,Buzzster,705.58,12/5/2006
198,0755264a-2b61-48ce-b2c7-0cc86c1f2074,Sugar Thermometer,40.14,90.58,stone,Mauv,117.1172,8.37,Skyble,669.57,1/5/2017
199,eaed6e21-8ffa-4a11-83bc-b6d0b5ede268,Soup - Campbells Chili,58.15,12.53,stone,Blue,120.1689,8.83,Edgewire,738.97,6/11/2021
200,fd8124b0-82b4-4d5c-9fcd-48909253d24c,Corn Meal,56.06,49.4,stone,Teal,96.1552,7.51,Oyoba,443.37,11/6/2006
201,8e130ebb-d647-45e9-a530-b393a8f85c9f,Bread - English Muffin,16.43,9.89,marble,Puce,37.5095,9.47,Pixonyx,365.3,5/3/2001
202,a07253db-fdb4-4ec8-86d6-4e8b2e69d7b2,"Salsify, Organic",12.18,33.88,metal,Fuscia,111.1195,8.4,Eayo,18.59,8/18/2002
203,96c37eac-761b-4396-a46e-c2f816fee509,Cheese - Mascarpone,66.12,92.7,marble,Orange,77.827,8.82,Cogidoo,434.03,5/1/2004
204,1bd43d02-b655-41c6-94e6-07637ba0485a,Crab - Meat Combo,18.66,29.67,stone,Aquamarine,31.584,6.51,Gigazoom,924.12,9/20/2022
205,091c49dc-88e8-4b09-98d3-59a61b1a1f5b,Hummus - Spread,2.12,38.71,marble,Khaki,101.7021,7.7,Feedspan,561.1,11/27/2020
206,1c486f6b-9caf-40ba-a1b2-9c380efe3a27,"Fish - Soup Base, Bouillon",19.17,43.67,sand,Maroon,183.4322,9.39,Lajo,651.92,1/11/2006
207,11bcc87c-ec82-4cec-b023-63348708a5bc,Tea - Lemon Green Tea,37.58,3.42,wood,Purple,198.1746,8.58,Oozz,762.53,10/30/2017
208,4942d723-f28e-46a0-a30b-387a32573d7c,"Mushroom - Shitake, Fresh",3.82,77.63,stone,Indigo,177.1539,7.28,Kwinu,66.45,10/13/2013
209,ad83f62c-bc2f-4123-8cb5-0e502ba5c516,Pastry - Mini French Pastries,63.42,60.51,crystal,Pink,15.6074,6.42,Edgetag,283.05,5/30/2009
210,4bdcefcc-2359-4e38-b139-014542e633ff,"Beef - Rib Roast, Capless",55.41,34.43,marble,Orange,24.3416,7.47,Skipfire,138.29,2/25/2017
211,4ceae1b5-5626-4732-ac9a-ffd39b56d946,Nantuket Peach Orange,27.75,48.65,fabric,Aquamarine,195.142,8.87,Edgewire,357.79,4/16/2015
212,e6396f56-86e6-4be2-96c7-1df4ffc39004,Pastrami,41.75,93.22,wood,Blue,168.5968,6.73,Pixonyx,151.52,8/4/2013
213,da0ee0f3-c180-42cf-b192-768071ceffc7,Puree - Mocha,82.91,36.26,fabric,Blue,90.3478,6.29,Fanoodle,83.38,9/9/2000
214,e9b367cb-743e-4382-a58b-3d479147c272,Bacardi Breezer - Strawberry,95.8,58.49,marble,Green,97.0723,9.08,Feedfish,634.19,12/5/2006
215,d19c5439-f84a-4453-b212-1d00d22b977e,Sauce - Salsa,38.04,71.86,glass,Puce,144.0632,8.14,Fatz,547.96,9/4/2014
216,48543e78-c2eb-4312-9682-63f16a0a273e,Sugar - Individual Portions,47.67,38.25,plastic,Puce,95.955,5.84,Gabcube,310.69,1/8/2009
217,35f54ad8-8984-4290-a7e6-3b9749f0bb7c,Tea - Decaf 1 Cup,91.1,96.29,wood,Fuscia,24.5451,8.29,Ooba,180.44,9/4/2006
218,ac78d4d3-362e-4119-81af-fd3492c9f7aa,Juice - Ocean Spray Kiwi,99.28,21.78,plastic,Indigo,192.3183,6.91,Izio,225.78,2/3/2019
219,30014f0c-b0fc-4ee7-9750-b8f18c37a44c,Propel Sport Drink,37.44,82.35,metal,Pink,54.6511,8.8,Wikido,522.25,1/24/2020
220,68333ac5-1c38-403e-8c9b-d570cdecde8d,Evaporated Milk - Skim,4.86,48.1,metal,Orange,51.8959,6.22,Demivee,765.85,9/13/2017
221,d0dea9cc-6db6-454b-b6f7-18a2898e1d3f,Cheese - Ermite Bleu,98.0,82.7,marble,Maroon,180.8355,6.0,Gabtype,362.52,2/20/2021
222,30affec4-05d7-41a1-b0bf-dddde20be62a,Potatoes - Pei 10 Oz,53.13,57.75,stone,Goldenrod,109.842,6.33,Photobug,469.65,7/14/2004
223,79d39ecc-78d0-45ea-a974-121b04c1cd43,Dawn Professionl Pot And Pan,42.59,30.59,metal,Teal,93.8986,8.0,Jazzy,553.94,5/6/2011
224,5a91c61a-a07d-4d9b-9174-748316555a2f,Onions - Red Pearl,31.45,62.87,marble,Crimson,97.0722,5.2,Lajo,263.57,1/30/2003
225,3b6384d2-2984-4851-b188-a9685b543ce3,"Stock - Chicken, White",25.69,26.04,plastic,Violet,40.12,9.49,Voomm,481.69,11/27/2015
226,3486a5f3-04bc-4515-b81a-961d8ebaeddc,Clams - Canned,22.6,28.54,fabric,Mauv,154.9446,6.46,Oloo,689.89,11/29/2022
227,3e69f377-98e9-4502-95fe-0d4bb1b4e525,Chocolate - Semi Sweet,41.47,25.11,sand,Green,48.4293,5.06,Fivechat,247.19,3/3/2016
228,7b564801-7905-4a73-a5b9-ff707b07a950,"Cherries - Maraschino,jar",56.8,6.36,marble,Blue,64.482,8.56,Youopia,678.41,3/30/2000
229,efebcc61-fab7-44e5-b0f2-bd9226ad1c9b,Carbonated Water - Blackberry,42.43,75.06,sand,Purple,102.4144,6.97,Trilith,153.44,2/26/2022
230,96dc5378-350d-4dd4-8c8c-3121d65d5af3,Chef Hat 20cm,2.27,28.17,crystal,Yellow,80.3832,5.4,Plambee,960.02,12/18/2009
231,1e1e9da2-b132-4e2b-a262-ba00b7acfeb2,Blueberries,96.6,5.49,wood,Green,85.3678,7.16,Camimbo,982.95,11/20/2014
232,72e11a47-efb2-4fef-961f-cd03bda01213,Truffle - Whole Black Peeled,55.21,23.35,stone,Orange,65.4066,7.49,Centizu,418.32,5/24/2007
233,8c4cfa7c-eccb-48f4-a716-81ba8a70e2ff,Figs,52.86,80.76,crystal,Fuscia,23.811,8.47,Mydo,419.5,3/14/2016
234,2fa95a43-9df7-42b8-9fd6-539c54744d0e,French Pastry - Mini Chocolate,39.51,94.76,sand,Crimson,173.5226,5.61,Vinder,971.06,5/10/2008
235,fcc2381f-8623-45d4-923f-531e6651f4b8,Orange - Tangerine,81.5,58.86,crystal,Green,32.8276,9.88,Feedfish,699.08,4/6/2018
236,3044fd7f-10e5-453f-8bcd-cb25b472bc2a,Beef Dry Aged Tenderloin Aaa,51.41,53.58,wood,Yellow,56.8874,6.74,Zazio,110.22,11/14/2015
237,db3e2a53-a853-4825-a3fa-e74d4f9ede33,Bread - Hot Dog Buns,76.52,12.24,glass,Aquamarine,180.4952,8.03,Fliptune,54.8,3/12/2001
238,7ef002c3-af6f-40fc-9c4e-6ecbff0197c7,"Bread - Sticks, Thin, Plain",60.88,6.46,plastic,Fuscia,135.9727,,Yakijo,455.52,1/3/2013
239,cfaa4481-0452-4f2f-96c9-f6f5c31a2b04,"Cheese - Brie, Triple Creme",60.2,33.87,sand,Fuscia,192.9704,5.15,Skippad,311.86,9/29/2012
240,acd1faf7-fa56-4a56-b64c-d76be2b686a8,Peppercorns - Green,53.55,49.84,sand,Green,131.4775,8.21,Muxo,765.85,12/8/2001
241,f89d248a-c2a1-4c26-84b3-1a9212d6987c,Soup - Campbells Broccoli,69.53,8.81,fabric,Maroon,21.7581,9.63,Divavu,469.76,4/8/2012
242,39f8299e-2ebf-42a8-937d-568ad4aca9fc,Beans - Wax,46.62,52.41,stone,Pink,132.26,9.3,Skilith,869.47,12/2/2000
243,bdf7dc49-312a-429f-bd25-9344f0b40a2c,Lettuce - Curly Endive,43.29,92.64,crystal,Puce,129.7136,9.66,Zoomlounge,913.35,3/12/2014
244,35b47ddb-360c-49d6-9cab-1f0f089ea50c,Vol Au Vents,57.78,19.9,marble,Maroon,32.3952,6.75,Skivee,479.87,8/2/2004
245,0690faa2-fe8e-458d-ab91-ca51b8674663,Muffin - Mix - Mango Sour Cherry,93.55,9.01,fabric,Orange,180.6741,7.08,Zoomcast,927.7,8/20/2009
246,30b87461-3299-4d15-84fa-79e3266d436d,Beer - Paulaner Hefeweisse,56.0,19.45,wood,Puce,67.8325,6.43,Gigabox,653.9,9/4/2018
247,bf270809-89c4-468d-8669-f361add91f63,V8 - Berry Blend,66.81,43.31,wood,Indigo,125.659,6.57,Riffwire,87.8,2/27/2009
248,8c9b53aa-4839-42b7-864a-b038ee856ba0,Beer - Creemore,68.55,10.21,fabric,Puce,186.5049,,Ozu,799.85,5/22/2006
249,20aab5ed-4bf0-4f3f-ae92-542dc9bac5a9,"Bread - Roll, Whole Wheat",1.7,62.47,metal,Violet,16.3458,8.74,Jaxbean,119.55,6/12/2013
250,7520dffb-fd92-4460-911f-56a81e0ef215,Soap - Mr.clean Floor Soap,27.5,87.76,stone,Red,50.146,6.33,Feedspan,539.94,5/23/2009
251,ef292240-8dc5-4f0d-b5d1-8080db0cf0b9,Apples - Spartan,9.12,35.69,glass,Aquamarine,185.1357,6.98,Skyndu,984.09,10/18/2005
252,14bda009-85ff-4f67-b7db-1a0fbb6e1dce,Ice Cream Bar - Hagen Daz,5.36,38.98,stone,Teal,114.1745,5.92,Meetz,470.1,5/30/2011
253,f509faba-5767-480d-b861-b5c9032771cc,Juice - Apple Cider,18.69,8.54,sand,Puce,39.1656,6.31,Izio,204.3,5/11/2005
254,69a556a0-99b6-4f6f-a822-a09d223b2d76,Capers - Pickled,82.65,13.88,sand,Turquoise,84.5972,6.07,Vinder,722.79,3/25/2005
255,fdc98944-c83e-43b0-af7c-e2fb803c7ab6,"Star Anise, Whole",75.42,41.67,glass,Maroon,169.7898,5.74,Yodo,710.05,2/24/2010
256,c68535b4-db7e-44ad-8cd1-f2c0db48bfb6,Bacardi Breezer - Tropical,54.59,91.34,wood,Teal,152.4106,7.0,Abatz,464.14,1/10/2004
257,44a2f9b7-6d38-4414-9dee-f7c3894ad8c6,Extract Vanilla Pure,40.05,71.08,crystal,Aquamarine,143.3803,5.76,Zooxo,449.38,1/24/2015
258,a419352f-afe0-46cd-8258-e7cd69867839,Chocolate - Mi - Amere Semi,23.66,82.68,metal,Indigo,177.6244,8.1,Youspan,57.16,8/12/2001
259,63d02e5c-5af0-46a9-a675-cb82dbec7897,Truffle Cups Green,92.37,20.55,fabric,Violet,32.5238,7.45,Quinu,389.85,8/3/2011
260,68b742f2-b74e-48b1-a1fc-7e0192d1054d,"Pasta - Lasagna, Dry",90.02,97.4,glass,Blue,193.3624,6.21,Yabox,841.03,6/16/2013
261,661688df-cd56-44b0-ac67-91bff02bdfa9,Chervil - Fresh,95.27,13.52,wood,Yellow,16.4179,7.76,Camido,479.05,9/9/2021
262,58ffe9d9-5526-4354-9e79-70981052cf26,Cheese - Bakers Cream Cheese,13.88,25.52,metal,Orange,42.4616,5.76,Meemm,961.64,6/17/2018
263,12cea187-9ff6-40a8-8290-1ee70c89dff3,Bread - Sour Batard,44.91,85.36,sand,Goldenrod,94.8288,9.3,Bluejam,45.16,1/8/2007
264,5297169c-34fd-41b3-a2e2-1e4efbc0dc6b,Pepper - Chili Powder,36.57,69.37,sand,Fuscia,25.2887,8.56,Ooba,53.59,6/23/2016
265,15d95f57-5efe-4eff-84be-54ff0480ac89,Wine - Segura Viudas Aria Brut,18.58,17.94,plastic,Red,169.4042,9.86,Centimia,424.45,1/11/2006
266,5c065a52-651c-4d87-b272-ede24a723cc1,Sprouts - Brussel,62.41,8.07,glass,Orange,199.2273,9.33,Pixope,217.45,12/10/2008
267,d37fbbed-72a6-4ddf-b400-049697a3fbdf,Foil - Round Foil,97.52,99.59,glass,Orange,163.674,9.73,Browsebug,236.83,1/14/2009
268,685f0891-43a2-4d90-a3ac-3157f2f7824a,"Pasta - Fusili, Dry",42.73,21.65,marble,Indigo,12.9468,6.97,Eabox,167.78,3/11/2020
269,57e90f92-1d11-48ce-bd70-fbbbfe061bc0,"Pasta - Detalini, White, Fresh",68.86,9.12,plastic,Maroon,120.3366,7.94,Oyonder,385.24,7/30/2006
270,02920edc-2966-4a96-bf0f-a22861eedf50,Wine - Rosso Toscano Igt,77.65,87.27,glass,Crimson,144.1548,7.4,Brightdog,585.08,5/9/2007
271,4500afa9-811d-440a-b716-fc7328873b0a,"Corn - Cream, Canned",30.37,91.83,sand,Mauv,108.3728,7.83,Lazzy,800.72,2/23/2004
272,d64204b4-c29f-4f05-98e8-7884c37bcede,Liquid Aminios Acid - Braggs,41.14,36.23,sand,Puce,174.9825,6.13,Pixope,601.25,9/19/2000
273,d777acac-6261-4503-87bf-3c407b95369f,Coffee - Dark Roast,27.26,57.0,plastic,Teal,153.0855,6.54,Babbleblab,926.57,10/1/2018
274,f0d39f33-7428-40bf-ba87-d7c137ed7bdd,Peach - Fresh,43.42,46.62,plastic,Pink,114.0581,5.95,Fiveclub,407.02,3/19/2012
275,4e1e18b5-6196-4cea-a7a6-667a8ecf80ec,"Doilies - 10, Paper",95.29,90.69,plastic,Green,36.8193,9.29,Brainbox,860.13,11/10/2001
276,f3a97f4d-0ca0-4539-91de-30189fbf16e2,Wine - Riesling Alsace Ac 2001,38.62,53.04,fabric,Yellow,129.3594,8.31,Yambee,151.79,8/10/2020
277,fe1db9c2-3e2b-4c73-b2f2-2bb09fc538b3,Pork - Hock And Feet Attached,96.67,51.88,crystal,Goldenrod,91.8429,,Fliptune,271.81,6/26/2008
278,f688a562-3623-4ad0-93a2-c3d3fd6ca36e,Goat - Whole Cut,23.39,21.53,wood,Pink,190.853,5.53,Flashspan,296.35,7/16/2018
279,81c4cc11-cc2e-4cce-a21c-05479146dc7d,Spring Roll Veg Mini,31.84,25.34,wood,Crimson,72.1945,7.38,Realpoint,275.2,9/12/2012
280,a34a3a3e-b5f7-4876-9a4d-66f057527b21,Cake - Mini Potato Pancake,65.77,78.42,glass,Purple,21.076,7.75,Oyoba,660.32,4/6/2008
281,4bcd3e6e-8ac2-4ec5-b536-8e53989b0db7,Goldschalger,40.42,58.49,metal,Goldenrod,38.969,9.68,Devcast,861.45,9/15/2017
282,697d78da-d8e3-4081-a378-2deb2ca0045c,Scallops - 10/20,80.02,38.9,wood,Violet,120.0136,8.08,Wordtune,130.75,7/29/2007
283,fbae803d-66ff-47ab-937e-acf4eb73bd1c,"Bar Mix - Pina Colada, 355 Ml",30.47,51.22,crystal,Blue,16.998,,Browseblab,996.88,1/14/2011
284,19f26ab3-60cd-4850-89da-1f33f5f4dcbc,Fond - Neutral,50.76,90.77,marble,Crimson,87.3053,5.94,Skinder,824.2,8/28/2016
285,4f427fff-3567-4179-8642-d947fdced68a,Hot Choc Vending,80.34,52.74,marble,Maroon,197.3269,7.87,Skaboo,112.45,7/6/2021
286,ec8f36fd-95a9-4e34-80a3-3d59c3b2bdab,Tomato - Tricolor Cherry,41.58,41.57,metal,Violet,127.3356,9.24,Photolist,853.78,11/6/2007
287,f35749bb-5cd5-4383-aef5-feb62f518404,Gelatine Powder,58.41,1.56,plastic,Turquoise,75.4047,7.95,Gabtune,714.22,2/9/2014
288,68b4ca61-baf7-4ca1-928d-ca0d116245ff,Yeast Dry - Fermipan,57.72,63.1,crystal,Indigo,22.499,5.17,DabZ,646.24,3/16/2017
289,b9f95ae0-5413-432d-8a9d-edc585060bc6,Cakes Assorted,5.87,8.32,glass,Yellow,33.6224,8.4,Wikido,871.55,2/24/2000
290,bde55d27-1eb7-446f-ba33-a6cc1d6f5fef,Sprouts - Baby Pea Tendrils,42.87,89.7,glass,Khaki,97.7966,5.74,Gabtune,652.21,4/1/2009
291,e50df4a6-05e7-43d1-8c88-c3acbcd337b6,"Yogurt - Strawberry, 175 Gr",32.98,46.96,metal,Red,62.422,8.8,Skiba,124.64,1/31/2008
292,42ac7070-4f69-40d3-9007-3a7495e7c2ed,Onions - Cippolini,30.79,32.44,marble,Teal,33.2942,9.82,Flashdog,232.51,6/19/2017
293,4dc5270d-6fa1-4c77-9307-e24612059b8f,Salt - Celery,77.23,28.17,fabric,Pink,35.4378,7.39,Tagpad,920.85,7/27/2005
294,d87e72a2-b370-4470-9704-c18014e09cbd,Chicken Breast Wing On,46.86,90.04,metal,Khaki,140.3206,6.38,Npath,499.18,10/10/2001
295,65417b52-4d11-4d31-ac4d-6c49aabebdc8,"Lamb - Whole, Frozen",89.26,88.64,metal,Maroon,165.0882,6.03,Skimia,380.5,3/3/2022
296,c551739d-f733-4a18-b9bf-8468f889c758,Dried Apple,65.09,20.43,plastic,Puce,112.3877,7.85,Oba,37.43,1/22/2007
297,72c87ab9-298a-483c-b02a-2fccb94067b6,Celery,53.15,89.77,crystal,Pink,116.5333,5.04,Topicblab,533.21,1/28/2018
298,0286bc14-aacc-4c45-b978-079770e9dec3,"Oregano - Dry, Rubbed",61.01,44.96,sand,Yellow,87.3028,7.86,Shuffledrive,260.74,10/21/2020
299,417f9bbf-b350-4bb6-8209-17a3675f3ba6,Truffle Cups - White Paper,90.94,23.68,crystal,Yellow,152.372,5.65,Flipbug,957.69,9/29/2000
300,39114fc9-4870-4289-b4cb-9c899c528c14,Bok Choy - Baby,87.74,19.77,stone,Khaki,123.4509,8.59,Zoonoodle,257.06,1/8/2012
301,16f0312d-e16d-4cd8-a285-ae9a4a9fcdd5,"Sauce - Black Current, Dry Mix",18.52,43.83,stone,Aquamarine,172.8274,5.19,Quamba,168.82,12/12/2015
302,e76d348e-0e77-4c3e-a951-fa9db9b13b29,Cloves - Ground,72.11,98.94,marble,Red,77.0107,9.74,Youspan,38.6,9/20/2002
303,dac24e6c-9149-4164-bef6-dfe4e7979ede,Sauce - Thousand Island,84.16,6.71,stone,Maroon,127.5954,7.43,Divanoodle,836.47,3/18/2004
304,a7221994-c29d-4109-9721-2f164bfd4d14,Steampan - Half Size Shallow,31.84,17.88,wood,Khaki,191.0045,9.06,Trudoo,101.66,1/30/2020
305,f1fdc18c-8ebe-4aa4-aa9b-7053519cd033,Pastry - Lemon Danish - Mini,52.11,53.2,wood,Yellow,69.7044,6.67,Kazio,758.76,6/16/2022
306,810b90c2-ba2c-45e0-b17f-5120dc7c4b67,Tarragon - Fresh,62.72,33.76,plastic,Yellow,75.8519,8.53,Chatterpoint,60.97,7/26/2003
307,69850c40-3bf9-41df-9f88-fe095faea926,External Supplier,80.03,44.53,plastic,Fuscia,13.1417,8.32,Vimbo,337.15,4/24/2016
308,6eac0a50-59d0-42f9-94ca-695709ddefc4,Kellogs Cereal In A Cup,28.78,91.11,crystal,Green,150.3326,9.88,Jaxnation,282.8,5/7/2000
309,60cccacf-0c24-4fe3-b44c-b2994fc1757b,Wine - Fontanafredda Barolo,39.29,19.6,crystal,Orange,167.1258,9.89,Lazzy,202.16,1/7/2006
310,f50914af-c61d-4bb2-8425-5a9720a0f051,Wine - Jafflin Bourgongone,81.33,99.74,marble,Fuscia,148.0224,5.23,Dabvine,476.03,10/31/2013
311,6f1fdfd9-b659-464f-b041-033ef5b6e6d8,Lady Fingers,61.53,96.58,marble,Orange,161.5316,6.77,Wordify,389.38,3/9/2022
312,26046891-56c5-4d87-b57f-b7b08df9f7ab,Rice - Jasmine Sented,14.35,77.49,fabric,Turquoise,139.1204,9.91,Tagpad,785.95,11/10/2000
313,96f3e567-fc89-465d-b21c-a1abe98d778e,Cod - Fillets,27.94,99.55,glass,Yellow,97.3791,9.46,Rhynyx,380.31,7/16/2000
314,3c333446-dad2-416c-8320-96890391e576,Eggplant Oriental,29.34,77.92,fabric,Khaki,171.5043,9.41,Edgeclub,873.95,1/12/2010
315,8c36cc60-4216-4ccd-b201-5825b6a92be9,"Lamb - Leg, Boneless",38.14,4.47,wood,Goldenrod,146.2119,6.3,Camido,61.5,1/13/2021
316,e7569800-7a94-4c47-9b25-81330e55772f,Duck - Breast,92.2,3.77,marble,Blue,23.9577,8.04,Dynabox,762.65,7/2/2019
317,370da38b-6bb3-493d-810a-3872cefd2544,Bread - Raisin,71.92,43.99,marble,Green,48.574,7.97,Meemm,98.19,5/7/2012
318,2c6ead3a-964c-417b-a13a-f2e2eb0a8d4c,Syrup - Kahlua Chocolate,10.19,10.16,fabric,Puce,43.3596,8.46,Pixope,76.36,5/4/2012
319,8c0a6001-7eda-4693-a28a-4782907f8164,Cream - 18%,55.56,52.63,glass,Red,154.1437,8.61,Lazz,562.5,11/8/2018
320,ee50fe44-d449-4319-b122-45d5479795cf,Mussels - Frozen,23.11,78.51,crystal,Teal,10.1382,8.43,Vitz,424.78,9/12/2012
321,943f43db-cfbb-46da-938d-852028b72dee,Lamb Leg - Bone - In Nz,97.92,21.34,fabric,Yellow,56.1695,8.7,Thoughtsphere,684.14,6/16/2005
322,d0cb314e-d7f4-4305-8d68-be288b711ac8,Bay Leaf Fresh,82.69,43.05,fabric,Goldenrod,67.199,7.56,Buzzster,464.96,7/6/2021
323,08bee131-321b-4ef8-a5fc-8fbb54fe4359,"Coconut - Creamed, Pure",21.96,94.13,crystal,Khaki,194.2714,9.17,Pixoboo,654.31,3/19/2014
324,ff87ee0a-653a-4b67-99a8-ab4c3ae388bc,Wine - Vovray Sec Domaine Huet,70.63,34.87,fabric,Pink,90.0235,7.5,Eire,537.47,1/1/2000
325,6be53efa-858e-4b5b-9f7c-97dcbb750b48,Milk 2% 500 Ml,53.49,56.94,plastic,Maroon,55.5359,7.49,Dabshots,376.62,9/6/2006
326,82744a72-3e03-432c-b109-eff9ec3c3049,Steampan - Foil,2.41,46.11,sand,Puce,23.6436,7.61,Voomm,622.4,9/18/2012
327,1373a023-1be9-46ea-b7f6-c950954d7b5f,"Wine - Red, Marechal Foch",37.04,38.61,sand,Green,184.3271,9.72,Bluezoom,295.86,6/25/2006
328,4ef79032-5182-4031-aa5f-85e9610fe086,Isomalt,99.47,40.45,wood,Blue,124.7346,6.45,Fatz,963.5,8/1/2002
329,e3999de0-11e7-4975-b0b3-845d136c5775,Milk - 2%,77.61,76.1,plastic,Maroon,169.4014,9.61,Tazzy,440.19,12/28/2003
330,77fe34e5-ced7-4aa7-9fd0-bda06f69d358,"Ham - Smoked, Bone - In",57.92,89.85,metal,Purple,167.9108,8.05,Vitz,119.61,10/6/2020
331,2ab7283e-e433-4fa1-9cb4-045742e6014f,Pastry - Trippleberry Muffin - Mini,9.51,92.05,wood,Purple,115.563,8.34,Devshare,881.87,8/5/2018
332,cd47b5df-d5b3-408b-95f1-8b08092443fe,Pork - Side Ribs,31.0,77.04,sand,Maroon,121.2293,6.8,Mynte,825.65,2/12/2019
333,d72730a5-9e45-4bb7-ac0a-f70435eb5150,Nantucket - Pomegranate Pear,26.53,82.05,stone,Maroon,31.6537,8.97,Eayo,124.15,12/24/2020
